,Time,Number_of_Casualties,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Detail,Number_of_Vehicles,Accident_Severity,Road_Surface_Condition
4857,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,No,T,1,Serio,Húmeda
4858,Noche,1,Fin de semana,Rotonda,30.0,Oscuridad_Luces_Encendidas,Otro,2,Urbano,No,Rotonda,1,Serio,Húmeda
4859,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,No,Encrucijada,1,Leve,Húmeda
4860,Mañana,1,Día laboral,Rotonda,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Rotonda,1,Serio,Seca
4861,Tarde,1,Fin de semana,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4862,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4863,Mañana,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4864,Mañana,1,Día laboral,Autovia,70.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4865,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4866,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4867,Tarde,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4868,Tarde,1,Fin de semana,Autovia,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4869,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4870,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4871,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4872,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4873,Tarde,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
4874,Tarde,1,Día laboral,Rotonda,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Rotonda,1,Serio,Seca
4875,Tarde,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,Entrada_Privada,1,Leve,Seca
4876,Tarde,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,2,Fatal,Seca
4877,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4878,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4879,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4880,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4881,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4882,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4883,Noche,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4884,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4885,Mañana,1,Día laboral,Rotonda,30.0,Diurna,Lluvioso,2,Rural,Si,Rotonda,1,Leve,Húmeda
4886,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4887,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4888,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4889,Noche,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4890,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4891,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4892,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Sin_Iluminacion,"Lluvioso, con vientos fuertes",2,Rural,Si,T,1,Leve,Húmeda
4893,Noche,1,Día laboral,Calzada,60.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4894,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4895,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Serio,Seca
4896,Noche,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4897,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Fatal,Seca
4898,Mañana,1,Fin de semana,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4899,Tarde,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",2,Urbano,No,No_hay_cruce,1,Leve,Húmeda
4900,Tarde,1,Fin de semana,Calzada,20.0,Diurna,Lluvioso,2,Urbano,Si,T,1,Leve,Húmeda
4901,Tarde,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Otros,1,Serio,Seca
4902,Tarde,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
4903,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4904,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4905,Noche,1,Día laboral,Calzada,30.0,Diurna,Desconocido,1,Urbano,No,No_hay_cruce,1,Leve,Seca
4906,Mañana,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4907,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4908,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Fatal,Seca
4909,Mañana,1,Día laboral,Rotonda,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,No,Rotonda,1,Leve,Húmeda
4910,Mañana,2,Día laboral,1SoloSentido,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos fuertes",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4911,Noche,1,Día laboral,Calzada,20.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4912,Tarde,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4913,Noche,2,Fin de semana,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
4914,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos fuertes",1,Urbano,No,Encrucijada,1,Leve,Seca
4915,Noche,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
4916,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4917,Mañana,1,Día laboral,Calzada,20.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",2,Rural,Si,T,1,Serio,Húmeda
4918,Noche,1,Día laboral,Rotonda,30.0,Oscuridad_Luces_Encendidas,Otro,2,Urbano,No,Rotonda,1,Serio,Húmeda
4919,Tarde,1,Día laboral,Desconocida,30.0,Oscuridad_Iluminacion_Desconocida,Desconocido,-1,Urbano,No,Rotonda,1,Leve,Seca
4920,Tarde,1,Día laboral,Desconocida,30.0,Diurna,Desconocido,-1,Urbano,No,T,1,Leve,Seca
4921,Tarde,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4922,Noche,1,Día laboral,Desconocida,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4923,Mañana,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",-1,Urbano,No,Otros,1,Leve,Seca
4924,Mañana,1,Día laboral,Autovia,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4925,Tarde,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4926,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Iluminacion_Desconocida,Desconocido,-1,Urbano,No,No_hay_cruce,1,Serio,Seca
4927,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Minirotonda,1,Leve,Seca
4928,Tarde,1,Día laboral,Circunvalacion,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4929,Tarde,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4930,Noche,1,Fin de semana,Desconocida,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",-1,Urbano,No,Entrada_Privada,1,Leve,Seca
4931,Noche,1,Día laboral,Desconocida,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",2,Urbano,No,Encrucijada,1,Serio,Húmeda
4932,Tarde,2,Día laboral,1SoloSentido,20.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Serio,Húmeda
4933,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4934,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Iluminacion_Desconocida,Desconocido,-1,Urbano,No,+4salidas,1,Leve,Seca
4935,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4936,Mañana,1,Fin de semana,Desconocida,30.0,Diurna,Desconocido,-1,Urbano,No,No_hay_cruce,1,Leve,Seca
4937,Mañana,1,Día laboral,1SoloSentido,30.0,Diurna,Desconocido,-1,Urbano,No,T,1,Serio,Seca
4938,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4939,Noche,1,Día laboral,1SoloSentido,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4940,Noche,1,Fin de semana,Rotonda,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,Rotonda,1,Serio,Seca
4941,Tarde,1,Fin de semana,Circunvalacion,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
4942,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Leve,Seca
4943,Tarde,1,Día laboral,Circunvalacion,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4944,Noche,2,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4945,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4946,Noche,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
4947,Tarde,1,Fin de semana,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4948,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4949,Noche,2,Fin de semana,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4950,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Serio,Seca
4951,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4952,Noche,1,Día laboral,1SoloSentido,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4953,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
4954,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
4955,Tarde,1,Día laboral,Calzada,30.0,Diurna,Otro,2,Urbano,Si,Otros,1,Leve,Húmeda
4956,Noche,1,Día laboral,Desconocida,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4957,Tarde,1,Fin de semana,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4958,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,+4salidas,1,Leve,Seca
4959,Noche,1,Fin de semana,1SoloSentido,20.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
4960,Noche,2,Fin de semana,1SoloSentido,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4961,Tarde,1,Día laboral,Desconocida,30.0,Diurna,Desconocido,-1,Urbano,No,No_hay_cruce,1,Leve,Seca
4962,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4963,Mañana,1,Día laboral,Rotonda,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Rotonda,1,Leve,Seca
4964,Mañana,2,Día laboral,Circunvalacion,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,+4salidas,1,Leve,Seca
4965,Mañana,1,Fin de semana,1SoloSentido,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4966,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4967,Noche,1,Día laboral,1SoloSentido,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4968,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4969,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4970,Mañana,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
4971,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4972,Tarde,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4973,Tarde,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
4974,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4975,Noche,1,Fin de semana,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4976,Noche,1,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4977,Tarde,2,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4978,Tarde,1,Día laboral,Desconocida,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4979,Mañana,1,Día laboral,Desconocida,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4980,Mañana,3,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,Otros,1,Leve,Seca
4981,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4982,Tarde,1,Fin de semana,Calzada,30.0,Diurna,Desconocido,1,Urbano,No,T,1,Leve,Seca
4983,Mañana,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Apagadas,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4984,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,+4salidas,1,Leve,Seca
4985,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4986,Noche,1,Fin de semana,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4987,Tarde,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4988,Mañana,1,Día laboral,Autovia,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4989,Noche,1,Día laboral,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4990,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4991,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Entrada_Privada,1,Leve,Seca
4992,Noche,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4993,Noche,1,Día laboral,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4994,Tarde,1,Fin de semana,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4995,Noche,1,Día laboral,Calzada,20.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4996,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4997,Noche,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4998,Noche,1,Día laboral,1SoloSentido,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Serio,Seca
4999,Tarde,1,Fin de semana,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
5000,Noche,1,Día laboral,Autovia,20.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Serio,Seca
5001,Tarde,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Rotonda,1,Leve,Seca
5002,Noche,1,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
5003,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Serio,Seca
5004,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
5005,Tarde,1,Fin de semana,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
5006,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
5007,Noche,1,Día laboral,Calzada,20.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
5008,Noche,2,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
5009,Mañana,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
5010,Tarde,1,Fin de semana,Desconocida,30.0,Diurna,Desconocido,-1,Urbano,No,No_hay_cruce,1,Leve,Seca
5011,Noche,1,Día laboral,Calzada,20.0,Oscuridad_Iluminacion_Desconocida,Otro,1,Urbano,No,No_hay_cruce,1,Leve,Seca
5012,Tarde,1,Fin de semana,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
5013,Noche,2,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
5014,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
5015,Mañana,1,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Leve,Seca
5016,Mañana,2,Día laboral,1SoloSentido,20.0,Diurna,Lluvioso,2,Urbano,Si,+4salidas,1,Leve,Húmeda
5017,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
5018,Mañana,1,Fin de semana,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
5019,Noche,1,Día laboral,Calzada,20.0,Diurna,Otro,1,Urbano,No,T,1,Leve,Seca
5020,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
5021,Noche,1,Día laboral,Calzada,20.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
5022,Noche,1,Día laboral,Calzada,20.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
5023,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Serio,Seca
5024,Mañana,2,Día laboral,Calzada,30.0,Diurna,Otro,1,Urbano,Si,Encrucijada,1,Leve,Seca
5025,Mañana,1,Día laboral,Autovia,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
5026,Tarde,1,Fin de semana,Calzada,30.0,Diurna,Lluvioso,1,Urbano,No,T,1,Serio,Seca
5027,Tarde,1,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
5028,Noche,1,Fin de semana,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos fuertes",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
5029,Mañana,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
5030,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
5031,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,No,Encrucijada,1,Leve,Húmeda
5032,Mañana,1,Fin de semana,Desconocida,30.0,Diurna,"Bien, con vientos suaves",-1,Urbano,No,No_hay_cruce,1,Serio,Seca
5033,Tarde,1,Día laboral,1SoloSentido,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
5034,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
5035,Mañana,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,T,1,Serio,Húmeda
5036,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
5037,Tarde,1,Fin de semana,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
5038,Mañana,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",-1,Urbano,No,Carretera_Acceso,1,Leve,Seca
5039,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
5040,Tarde,1,Fin de semana,Autovia,30.0,Diurna,Lluvioso,2,Urbano,No,Encrucijada,1,Leve,Húmeda
5041,Mañana,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
5042,Tarde,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
5043,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Serio,Húmeda
5044,Mañana,1,Fin de semana,Calzada,30.0,Diurna,Lluvioso,2,Urbano,No,T,1,Leve,Húmeda
5045,Noche,1,Día laboral,Calzada,20.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,+4salidas,1,Serio,Seca
5046,Mañana,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Apagadas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
5047,Mañana,1,Día laboral,1SoloSentido,30.0,Diurna,Lluvioso,2,Urbano,Si,T,1,Serio,Húmeda
5048,Tarde,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
5049,Tarde,2,Fin de semana,Calzada,20.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
5050,Mañana,1,Día laboral,Calzada,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
